path,sentence,dur,speaker,set,lang,accent,task,mic,split
lotus_dis_ult/audio/con123/Hijack_S001_T057_Con123_chunk160.wav,หรือว่า,0.82,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S001_T057_Con123_chunk226.wav,แต่,0.64,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S002_T062_Con123_chunk132.wav,แต่,0.57,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S002_T062_Con123_chunk359.wav,บางที,0.71,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk245.wav,แต่ว่าแบบ,0.95,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S007_T045_Con123_chunk336.wav,เค้าเรียกอะไรอะ,1.62,F07,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S009_T070_Con123_chunk68.wav,ใช่ก็,0.79,F07,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S009_T070_Con123_chunk249.wav,ก็เลยรู้สึกว่า,0.92,F07,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk149.wav,อา,0.82,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk152.wav,อา,0.49,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S028_T028_Con123_chunk447.wav,อือฮึ,0.61,F17,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S029_T035_Con123_chunk319.wav,ใช่มั้ย,0.7,F17,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S030_T042_Con123_chunk117.wav,อือฮึ,0.55,F17,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S031_T041_Con123_chunk105.wav,แต่,0.95,F20,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S033_T079_Con123_chunk184.wav,แต่,0.69,F20,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S034_T022_Con123_chunk318.wav,ซึ่ง,1.08,F22,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S035_T059_Con123_chunk16.wav,เราก็,0.98,F22,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S035_T059_Con123_chunk289.wav,ด้วย,1.0,F22,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S037_T006_Con123_chunk32.wav,อื้ม,1.16,F23,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S037_T006_Con123_chunk87.wav,แต่ถ้า,1.02,M15,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S038_T026_Con123_chunk7.wav,ค่ะก็,1.23,F24,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S039_T030_Con123_chunk130.wav,Ok,1.11,F24,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S039_T030_Con123_chunk236.wav,Ok,1.09,F23,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S040_T008_Con123_chunk34.wav,ค่ะก็,1.32,F27,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S040_T008_Con123_chunk123.wav,ไปเที่ยว,0.66,F27,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S041_T050_Con123_chunk31.wav,ค่ะก็,1.13,F27,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S041_T050_Con123_chunk200.wav,ใช่ค่ะ,0.74,F27,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S042_T075_Con123_chunk116.wav,อื้ม,0.55,F25,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S042_T075_Con123_chunk170.wav,แล้วก็แบบ,0.84,F25,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S043_T018_Con123_chunk163.wav,มันก็,1.11,M18,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S044_T045_Con123_chunk56.wav,เหมือน,0.88,M18,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S047_T061_Con123_chunk42.wav,แต่ถ้า,0.7,M21,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S049_T038_Con123_chunk126.wav,อื๊ม,0.67,F28,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S049_T038_Con123_chunk257.wav,พอ,1.4,M22,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S050_T051_Con123_chunk194.wav,พอ,1.07,M22,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S050_T051_Con123_chunk226.wav,บางที,1.2,M22,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S051_T055_Con123_chunk81.wav,อย่าง,0.82,F28,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S055_T028_Con123_chunk75.wav,อย่าง,0.89,F31,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S056_T041_Con123_chunk103.wav,เราก็,0.97,M25,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S056_T041_Con123_chunk199.wav,ค่ะก็,1.81,F31,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S057_T059_Con123_chunk46.wav,ด้วย,0.83,M25,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S058_T053_Con123_chunk93.wav,เราก็,1.29,M27,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S058_T053_Con123_chunk244.wav,เอิ่ม,2.16,F32,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S059_T069_Con123_chunk5.wav,Ok,1.21,F33,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S063_T068_Con123_chunk1.wav,สวัสดีครับ,1.38,M28,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S063_T068_Con123_chunk13.wav,รู้สึกว่า,1.49,M28,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S064_T029_Con123_chunk160.wav,หรือว่า,0.98,M30,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S064_T029_Con123_chunk179.wav,มันก็,0.94,M30,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S066_T043_Con123_chunk186.wav,เอิ่ม,1.83,M30,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S067_T041_Con123_chunk60.wav,ไปเที่ยว,1.16,F36,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S067_T041_Con123_chunk79.wav,หรือว่า,0.9,M32,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S068_T055_Con123_chunk107.wav,ถ้าอย่าง,1.19,M33,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S068_T055_Con123_chunk219.wav,ค่ะก็,1.55,F36,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S069_T077_Con123_chunk6.wav,เรา,0.85,M33,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S071_T058_Con123_chunk97.wav,แล้วก็แบบ,0.94,F37,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S073_T006_Con123_chunk124.wav,อย่าง,0.64,M35,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S074_T044_Con123_chunk148.wav,เรา,1.31,M35,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S075_T074_Con123_chunk22.wav,รู้สึกว่า,1.12,M35,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S077_T073_Con123_chunk30.wav,อย่าง,0.86,F40,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S078_T075_Con123_chunk163.wav,ถ้า,0.97,F39,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S079_T029_Con123_chunk216.wav,ใช่ก็,1.27,M39,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/lav123/Hijack_S001_T057_Lav123_chunk160.wav,หรือว่า,0.82,M01,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S001_T057_Lav123_chunk226.wav,แต่,0.64,M01,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S002_T062_Lav123_chunk132.wav,แต่,0.57,M01,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S002_T062_Lav123_chunk359.wav,บางที,0.71,M01,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S003_T069_Lav123_chunk245.wav,แต่ว่าแบบ,0.95,M01,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S007_T045_Lav123_chunk336.wav,เค้าเรียกอะไรอะ,1.62,F07,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S009_T070_Lav123_chunk68.wav,ใช่ก็,0.79,F07,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S009_T070_Lav123_chunk249.wav,ก็เลยรู้สึกว่า,0.92,F07,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S021_T049_Lav123_chunk149.wav,อา,0.82,M09,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S021_T049_Lav123_chunk152.wav,อา,0.49,M09,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S028_T028_Lav123_chunk447.wav,อือฮึ,0.61,F17,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S029_T035_Lav123_chunk319.wav,ใช่มั้ย,0.7,F17,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S030_T042_Lav123_chunk117.wav,อือฮึ,0.55,F17,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S031_T041_Lav123_chunk105.wav,แต่,0.95,F20,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S033_T079_Lav123_chunk184.wav,แต่,0.69,F20,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S034_T022_Lav123_chunk318.wav,ซึ่ง,1.08,F22,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S035_T059_Lav123_chunk16.wav,เราก็,0.98,F22,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S035_T059_Lav123_chunk289.wav,ด้วย,1.0,F22,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S037_T006_Lav123_chunk32.wav,อื้ม,1.16,F23,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S037_T006_Lav123_chunk87.wav,แต่ถ้า,1.02,M15,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S038_T026_Lav123_chunk7.wav,ค่ะก็,1.23,F24,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S039_T030_Lav123_chunk130.wav,Ok,1.11,F24,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S039_T030_Lav123_chunk236.wav,Ok,1.09,F23,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S040_T008_Lav123_chunk34.wav,ค่ะก็,1.32,F27,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S040_T008_Lav123_chunk123.wav,ไปเที่ยว,0.66,F27,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S041_T050_Lav123_chunk31.wav,ค่ะก็,1.13,F27,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S041_T050_Lav123_chunk200.wav,ใช่ค่ะ,0.74,F27,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S042_T075_Lav123_chunk116.wav,อื้ม,0.55,F25,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S042_T075_Lav123_chunk170.wav,แล้วก็แบบ,0.84,F25,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S043_T018_Lav123_chunk163.wav,มันก็,1.11,M18,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S044_T045_Lav123_chunk56.wav,เหมือน,0.88,M18,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S047_T061_Lav123_chunk42.wav,แต่ถ้า,0.7,M21,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S049_T038_Lav123_chunk126.wav,อื๊ม,0.67,F28,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S049_T038_Lav123_chunk257.wav,พอ,1.4,M22,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S050_T051_Lav123_chunk194.wav,พอ,1.07,M22,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S050_T051_Lav123_chunk226.wav,บางที,1.2,M22,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S051_T055_Lav123_chunk81.wav,อย่าง,0.82,F28,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S055_T028_Lav123_chunk75.wav,อย่าง,0.89,F31,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S056_T041_Lav123_chunk103.wav,เราก็,0.97,M25,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S056_T041_Lav123_chunk199.wav,ค่ะก็,1.81,F31,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S057_T059_Lav123_chunk46.wav,ด้วย,0.83,M25,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S058_T053_Lav123_chunk93.wav,เราก็,1.29,M27,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S058_T053_Lav123_chunk244.wav,เอิ่ม,2.16,F32,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S059_T069_Lav123_chunk5.wav,Ok,1.21,F33,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S063_T068_Lav123_chunk1.wav,สวัสดีครับ,1.38,M28,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S063_T068_Lav123_chunk13.wav,รู้สึกว่า,1.49,M28,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S064_T029_Lav123_chunk160.wav,หรือว่า,0.98,M30,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S064_T029_Lav123_chunk179.wav,มันก็,0.94,M30,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S066_T043_Lav123_chunk186.wav,เอิ่ม,1.83,M30,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S067_T041_Lav123_chunk60.wav,ไปเที่ยว,1.16,F36,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S067_T041_Lav123_chunk79.wav,หรือว่า,0.9,M32,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S068_T055_Lav123_chunk107.wav,ถ้าอย่าง,1.19,M33,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S068_T055_Lav123_chunk219.wav,ค่ะก็,1.55,F36,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S069_T077_Lav123_chunk6.wav,เรา,0.85,M33,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S071_T058_Lav123_chunk97.wav,แล้วก็แบบ,0.94,F37,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S073_T006_Lav123_chunk124.wav,อย่าง,0.64,M35,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S074_T044_Lav123_chunk148.wav,เรา,1.31,M35,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S075_T074_Lav123_chunk22.wav,รู้สึกว่า,1.12,M35,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S077_T073_Lav123_chunk30.wav,อย่าง,0.86,F40,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S078_T075_Lav123_chunk163.wav,ถ้า,0.97,F39,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/lav123/Hijack_S079_T029_Lav123_chunk216.wav,ใช่ก็,1.27,M39,lotus_dis,th,Central Thai,transcribe,lav123,train
lotus_dis_ult/audio/bt3m/Hijack_S001_T057_BT3m_chunk160.wav,หรือว่า,0.82,M01,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S001_T057_BT3m_chunk226.wav,แต่,0.64,M01,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S002_T062_BT3m_chunk132.wav,แต่,0.57,M01,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S002_T062_BT3m_chunk359.wav,บางที,0.71,M01,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S003_T069_BT3m_chunk245.wav,แต่ว่าแบบ,0.95,M01,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S007_T045_BT3m_chunk336.wav,เค้าเรียกอะไรอะ,1.62,F07,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S009_T070_BT3m_chunk68.wav,ใช่ก็,0.79,F07,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S009_T070_BT3m_chunk249.wav,ก็เลยรู้สึกว่า,0.92,F07,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S021_T049_BT3m_chunk149.wav,อา,0.82,M09,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S021_T049_BT3m_chunk152.wav,อา,0.49,M09,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S028_T028_BT3m_chunk447.wav,อือฮึ,0.61,F17,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S029_T035_BT3m_chunk319.wav,ใช่มั้ย,0.7,F17,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S030_T042_BT3m_chunk117.wav,อือฮึ,0.55,F17,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S031_T041_BT3m_chunk105.wav,แต่,0.95,F20,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S033_T079_BT3m_chunk184.wav,แต่,0.69,F20,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S034_T022_BT3m_chunk318.wav,ซึ่ง,1.08,F22,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S035_T059_BT3m_chunk16.wav,เราก็,0.98,F22,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S035_T059_BT3m_chunk289.wav,ด้วย,1.0,F22,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S037_T006_BT3m_chunk32.wav,อื้ม,1.16,F23,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S037_T006_BT3m_chunk87.wav,แต่ถ้า,1.02,M15,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S038_T026_BT3m_chunk7.wav,ค่ะก็,1.23,F24,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S039_T030_BT3m_chunk130.wav,Ok,1.11,F24,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S039_T030_BT3m_chunk236.wav,Ok,1.09,F23,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S040_T008_BT3m_chunk34.wav,ค่ะก็,1.32,F27,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S040_T008_BT3m_chunk123.wav,ไปเที่ยว,0.66,F27,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S041_T050_BT3m_chunk31.wav,ค่ะก็,1.13,F27,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S041_T050_BT3m_chunk200.wav,ใช่ค่ะ,0.74,F27,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S042_T075_BT3m_chunk116.wav,อื้ม,0.55,F25,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S042_T075_BT3m_chunk170.wav,แล้วก็แบบ,0.84,F25,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S043_T018_BT3m_chunk163.wav,มันก็,1.11,M18,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S044_T045_BT3m_chunk56.wav,เหมือน,0.88,M18,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S047_T061_BT3m_chunk42.wav,แต่ถ้า,0.7,M21,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S049_T038_BT3m_chunk126.wav,อื๊ม,0.67,F28,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S049_T038_BT3m_chunk257.wav,พอ,1.4,M22,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S050_T051_BT3m_chunk194.wav,พอ,1.07,M22,lotus_dis,th,Central Thai,transcribe,bt3m,train
lotus_dis_ult/audio/bt3m/Hijack_S050_T051_BT3m_chunk226.wav,บางที,1.2,M22,lotus_dis,th,Central Thai,transcribe,bt3m,train
